IID	Group	Sex	Date	Population	NumSNPs	k1	k2	k3
I6680	BA-N	M	3671.0	England_BellBeaker_mediumEEF	872052	0.174273	0.270362	0.555365
I6679	BA-N	M	3936.0	England_BellBeaker_o	183441	0.187982	0.248336	0.563682
I6778	BA-N	F	4150.0	England_BellBeaker_o	578497	0.191759	0.215728	0.592512
I12786	BA-N	M	4137.0	England_C_EBA	655553	0.187482	0.225538	0.586980
I14543	BA-N	F	3975.0	England_C_EBA	751003	0.176101	0.224151	0.599748
I14553	BA-N	M	3807.0	England_C_EBA	755415	0.199043	0.204130	0.596827
I16394	BA-N	M	3950.0	England_C_EBA	29217	0.212371	0.190924	0.596705
I16395	BA-N	F	3950.0	England_C_EBA	121867	0.220697	0.186836	0.592467
I16396	BA-N	F	3950.0	England_C_EBA	173488	0.163067	0.252880	0.584053
I16400	BA-N	M	3900.0	England_C_EBA	446288	0.207148	0.276687	0.516165
I16424	BA-N	F	4106.0	England_C_EBA	791091	0.174712	0.196879	0.628408
I1774	BA-N	M	3698.0	England_C_EBA	95814	0.184471	0.214871	0.600657
I18606	BA-N	M	3770.0	England_C_EBA	666465	0.199926	0.226178	0.573896
I20997	BA-N	M	4075.0	England_C_EBA	612375	0.173247	0.206703	0.620050
I2421	BA-N	M	3790.0	England_C_EBA	386861	0.207285	0.237707	0.555008
I2457	BA-N	M	4056.0	England_C_EBA	703986	0.209736	0.207617	0.582647
I2460	BA-N	F	3875.0	England_C_EBA	23250	0.250587	0.145952	0.603461
I2461	BA-N	F	3975.0	England_C_EBA	770839	0.199036	0.204638	0.596326
I2463	BA-N	F	3774.0	England_C_EBA	234333	0.227381	0.183035	0.589584
I2464	BA-N	M	3615.0	England_C_EBA	51856	0.175979	0.214549	0.609472
I2566	BA-N	M	4078.0	England_C_EBA	475448	0.242271	0.234677	0.523052
I2597	BA-N	M	4080.0	England_C_EBA	807476	0.205796	0.213975	0.580230
I2598	BA-N	M	3998.0	England_C_EBA	167696	0.178342	0.180732	0.640926
I2601	BA-N	F	3808.0	England_C_EBA	498023	0.215492	0.256415	0.528093
I2602	BA-N	M	3762.0	England_C_EBA	628950	0.237525	0.278440	0.484036
I2604	BA-N	F	4073.0	England_C_EBA	759794	0.198348	0.210776	0.590876
I2609	BA-N	F	3848.0	England_C_EBA	272818	0.213502	0.223418	0.563080
I2610	BA-N	F	3783.0	England_C_EBA	78639	0.219655	0.242412	0.537933
I2612	BA-N	F	4293.0	England_C_EBA	54910	0.219584	0.199509	0.580906
I2618	BA-N	M	3993.0	England_C_EBA	631499	0.197360	0.230694	0.571947
I5377	BA-N	M	3758.0	England_C_EBA	818504	0.191937	0.247613	0.560449
I5441	BA-N	M	3750.0	England_C_EBA	211098	0.194544	0.284207	0.521249
I6777	BA-N	M	4050.0	England_C_EBA	766845	0.196595	0.188160	0.615245
I7570	BA-N	M	3569.0	England_C_EBA	760444	0.208731	0.237514	0.553755
I7573	BA-N	F	3520.0	England_C_EBA	708851	0.189101	0.251855	0.559045
I7630	BA-N	M	3734.0	England_C_EBA	16852	0.220006	0.180685	0.599309
I7635	BA-N	F	4030.0	England_C_EBA	482203	0.207061	0.235828	0.557111
I7638	BA-N	M	3995.0	England_C_EBA	589810	0.194689	0.224256	0.581055
I7639	BA-N	F	3797.0	England_C_EBA	59523	0.177185	0.198663	0.624152
I2600	BA-N	F	3970.0	England_C_EBA_daughter.I2457	524104	0.218043	0.227572	0.554385
I12776	BA-N	F	3778.0	England_C_EBA_highEEF	792313	0.173469	0.297973	0.528558
I2462	BA-N	F	3942.0	England_C_EBA_highEEF	816454	0.208931	0.403288	0.387781
I5373	BA-N	M	4034.0	England_C_EBA_lowEEF	219181	0.185108	0.194969	0.619923
I2596	BA-N	M	4086.0	England_C_EBA_lowEEF_father.or.son.I2597	516048	0.203931	0.177799	0.618271
I11567	BA-N	M	1350.0	England_EarlyMedieval	87065	0.145584	0.304037	0.550379
I11569	BA-N	F	1350.0	England_EarlyMedieval	261696	0.153975	0.288979	0.557046
I11571	BA-N	F	1350.0	England_EarlyMedieval	249588	0.166468	0.251216	0.582316
I11573	BA-N	M	1350.0	England_EarlyMedieval	56064	0.168489	0.274255	0.557256
I11574	BA-N	M	1350.0	England_EarlyMedieval	69478	0.175884	0.286974	0.537142
I11576	BA-N	F	1350.0	England_EarlyMedieval	90645	0.192800	0.300238	0.506962
I11577	BA-N	M	1350.0	England_EarlyMedieval	81649	0.177919	0.285934	0.536147
I11579	BA-N	F	1350.0	England_EarlyMedieval	290757	0.185228	0.316237	0.498536
I11581	BA-N	M	1350.0	England_EarlyMedieval	197245	0.145525	0.288763	0.565712
I11582	BA-N	M	1350.0	England_EarlyMedieval	24995	0.175789	0.293749	0.530462
I14533_d	BA-N	F	1350.0	England_EarlyMedieval	78309	0.172910	0.319785	0.507305
I14534	BA-N	F	1350.0	England_EarlyMedieval	775183	0.168708	0.292655	0.538636
I14536	BA-N	F	1350.0	England_EarlyMedieval	661708	0.176670	0.358349	0.464980
I14538	BA-N	M	1350.0	England_EarlyMedieval	683670	0.161946	0.311092	0.526962
I14541	BA-N	F	1350.0	England_EarlyMedieval	748545	0.144352	0.319237	0.536410
I14542	BA-N	F	1350.0	England_EarlyMedieval	689907	0.173443	0.336262	0.490295
I16383	BA-N	M	1250.0	England_EarlyMedieval	237299	0.201662	0.228649	0.569688
I16385	BA-N	M	1250.0	England_EarlyMedieval	86110	0.141840	0.264656	0.593504
I16389	BA-N	M	1250.0	England_EarlyMedieval	170956	0.159016	0.291107	0.549876
I16392	BA-N	M	1225.0	England_EarlyMedieval	153707	0.189230	0.235959	0.574811
I16508	BA-N	M	1276.0	England_EarlyMedieval	679171	0.160084	0.217072	0.622844
I16509	BA-N	M	1311.0	England_EarlyMedieval	760420	0.186162	0.221680	0.592158
I16510	BA-N	F	1324.0	England_EarlyMedieval	764931	0.165082	0.274362	0.560556
I17269	BA-N	F	1200.0	England_EarlyMedieval	657888	0.189735	0.220289	0.589976
I17270	BA-N	F	1200.0	England_EarlyMedieval	623064	0.198731	0.213569	0.587700
I17271	BA-N	F	1200.0	England_EarlyMedieval	659225	0.195579	0.222166	0.582255
I17272	BA-N	M	1400.0	England_EarlyMedieval	604554	0.182561	0.241042	0.576397
I17273	BA-N	F	1400.0	England_EarlyMedieval	650510	0.171564	0.206839	0.621596
I17274	BA-N	M	1400.0	England_EarlyMedieval	624147	0.172206	0.232086	0.595708
I17275	BA-N	F	1400.0	England_EarlyMedieval	623797	0.205701	0.216826	0.577473
I17276	BA-N	F	1400.0	England_EarlyMedieval	843050	0.182243	0.275980	0.541776
I17277	BA-N	M	1200.0	England_EarlyMedieval	622135	0.181491	0.247261	0.571248
I20637	BA-N	M	1350.0	England_EarlyMedieval	434187	0.158614	0.281818	0.559569
I11580	BA-N	M	1350.0	England_EarlyMedieval_1d.rel.I11569	26038	0.171908	0.279932	0.548160
I20636	BA-N	M	1350.0	England_EarlyMedieval_1d.rel.I11574.I11572	30918	0.170318	0.290805	0.538877
I11578	BA-N	M	1350.0	England_EarlyMedieval_1d.rel.I11576	47409	0.186058	0.278171	0.535770
I14535	BA-N	M	1350.0	England_EarlyMedieval_father.I14536	623149	0.184239	0.366407	0.449354
I14540	BA-S	M	1350.0	England_EarlyMedieval_father.I14541	27909	0.156467	0.374257	0.469276
I11568	BA-N	M	1350.0	England_EarlyMedieval_father.or.son.I20637	30394	0.212699	0.337113	0.450188
I11575	BA-N	F	1350.0	England_EarlyMedieval_lc	7349	0.196640	0.363703	0.439657
I11570	EF	M	1350.0	England_EarlyMedieval_o	35097	0.136846	0.303742	0.559412
I14539	BA-N	F	1350.0	England_EarlyMedieval_o	389661	0.211455	0.247271	0.541275
I11583	BA-N	M	1450.0	England_EarlyMedieval_Saxon	431279	0.205919	0.217301	0.576780
I11584	BA-N	M	1450.0	England_EarlyMedieval_Saxon	335053	0.184868	0.238587	0.576545
I11585	BA-N	F	1450.0	England_EarlyMedieval_Saxon	508763	0.183733	0.222368	0.593899
I11586	BA-N	M	1450.0	England_EarlyMedieval_Saxon	468054	0.174655	0.278366	0.546979
I11587	BA-N	F	1450.0	England_EarlyMedieval_Saxon	601436	0.166286	0.249557	0.584157
I11588	BA-N	M	1450.0	England_EarlyMedieval_Saxon	218118	0.161244	0.223254	0.615502
I11589	BA-N	F	1450.0	England_EarlyMedieval_Saxon	691402	0.160806	0.255214	0.583980
I11590	BA-N	M	1450.0	England_EarlyMedieval_Saxon	594645	0.182966	0.229222	0.587812
I20639	BA-N	M	1450.0	England_EarlyMedieval_Saxon	471367	0.194025	0.196608	0.609367
I20640	BA-N	M	1450.0	England_EarlyMedieval_Saxon	831476	0.182779	0.218869	0.598352
I20641	BA-N	M	1450.0	England_EarlyMedieval_Saxon	707709	0.183842	0.216766	0.599392
I20642	BA-N	F	1450.0	England_EarlyMedieval_Saxon	83076	0.187233	0.233445	0.579322
I20643	BA-N	F	1450.0	England_EarlyMedieval_Saxon	316844	0.183111	0.247623	0.569265
I20644	BA-N	M	1450.0	England_EarlyMedieval_Saxon	865721	0.151399	0.311366	0.537235
I20645	BA-N	M	1450.0	England_EarlyMedieval_Saxon	267324	0.164235	0.255638	0.580127
I20646	BA-N	M	1450.0	England_EarlyMedieval_Saxon	705574	0.195903	0.221743	0.582354
I20649	BA-N	M	1450.0	England_EarlyMedieval_Saxon	610607	0.160334	0.201471	0.638196
I20650	BA-N	M	1450.0	England_EarlyMedieval_Saxon	729504	0.163162	0.207568	0.629270
I20652	BA-N	M	1450.0	England_EarlyMedieval_Saxon	891044	0.178683	0.241685	0.579632
I20653	BA-N	F	1450.0	England_EarlyMedieval_Saxon	484958	0.168721	0.260994	0.570285
I20654	BA-N	M	1450.0	England_EarlyMedieval_Saxon	857257	0.164728	0.231105	0.604167
I20655	BA-N	F	1450.0	England_EarlyMedieval_Saxon	739527	0.175166	0.224840	0.599994
I20658	BA-N	F	1450.0	England_EarlyMedieval_Saxon	808298	0.170679	0.191224	0.638097
I20659	BA-N	F	1450.0	England_EarlyMedieval_Saxon	777754	0.167266	0.275127	0.557607
I20660	BA-N	F	1450.0	England_EarlyMedieval_Saxon	791366	0.174217	0.193410	0.632373
I20661	BA-N	M	1450.0	England_EarlyMedieval_Saxon	773625	0.169470	0.207607	0.622923
I20665_d	BA-N	M	1450.0	England_EarlyMedieval_Saxon	21110	0.145835	0.230906	0.623258
I20666	BA-N	M	1450.0	England_EarlyMedieval_Saxon	144853	0.177403	0.195969	0.626629
I20667	BA-N	F	1450.0	England_EarlyMedieval_Saxon	313925	0.174610	0.248838	0.576552
I20668	BA-N	F	1450.0	England_EarlyMedieval_Saxon	807862	0.179814	0.233575	0.586611
I20669	BA-N	F	1450.0	England_EarlyMedieval_Saxon	237174	0.160660	0.234648	0.604692
I20670	BA-N	F	1450.0	England_EarlyMedieval_Saxon	778347	0.158246	0.241296	0.600458
I20671	BA-N	M	1450.0	England_EarlyMedieval_Saxon	823001	0.136753	0.243428	0.619819
I20672	BA-N	F	1450.0	England_EarlyMedieval_Saxon	151017	0.211614	0.248999	0.539386
I20673	BA-N	M	1450.0	England_EarlyMedieval_Saxon	585453	0.169428	0.229888	0.600684
I20674	BA-N	M	1450.0	England_EarlyMedieval_Saxon	722026	0.188757	0.211931	0.599312
I20675_d	BA-S	M	1450.0	England_EarlyMedieval_Saxon	40404	0.155355	0.262378	0.582267
I20676	BA-N	F	1450.0	England_EarlyMedieval_Saxon	325257	0.168786	0.240312	0.590902
I20677	BA-N	M	1450.0	England_EarlyMedieval_Saxon	854984	0.175282	0.205824	0.618893
I20678	BA-N	F	1450.0	England_EarlyMedieval_Saxon	706228	0.183862	0.208755	0.607383
I20679	BA-N	M	1450.0	England_EarlyMedieval_Saxon	848291	0.172217	0.218693	0.609090
I20680	BA-N	F	1450.0	England_EarlyMedieval_Saxon	820458	0.161639	0.191913	0.646448
I0157	BA-N	F	1227.0	England_EarlyMedieval_Saxon	973695	0.171852	0.216361	0.611787
I0159	BA-N	F	1234.0	England_EarlyMedieval_Saxon	930301	0.168726	0.214594	0.616680
I0531	BA-N	F	1250.0	England_EarlyMedieval_Saxon	188501	0.191107	0.185785	0.623108
I0769	BA-N	F	1449.0	England_EarlyMedieval_Saxon	859120	0.164984	0.199971	0.635045
I0774	BA-N	F	1469.0	England_EarlyMedieval_Saxon	1052694	0.136642	0.253217	0.610141
I0777	BA-N	F	1465.0	England_EarlyMedieval_Saxon	1046920	0.173371	0.258259	0.568369
I0791	BA-N	F	1175.0	England_EarlyMedieval_Saxon	359156	0.146360	0.278687	0.574953
I17268	BA-N	M	1200.0	England_EarlyMedieval_Saxon	621116	0.185231	0.236851	0.577918
I20597	BA-N	F	1380.0	England_EarlyMedieval_Saxon	41322	0.168354	0.205846	0.625799
I20598	BA-N	F	1409.0	England_EarlyMedieval_Saxon	16318	0.134478	0.221946	0.643576
I20601	BA-S	F	1425.0	England_EarlyMedieval_Saxon	55037	0.106109	0.451382	0.442509
I20602	BA-N	M	1320.0	England_EarlyMedieval_Saxon	87521	0.196841	0.273858	0.529300
I20603	BA-N	M	1300.0	England_EarlyMedieval_Saxon	34895	0.132330	0.269724	0.597946
I20605	BA-S	F	1450.0	England_EarlyMedieval_Saxon	181315	0.155044	0.372259	0.472697
I20607	BA-N	M	1400.0	England_EarlyMedieval_Saxon	201677	0.171088	0.252359	0.576553
I20608	BA-N	M	1383.0	England_EarlyMedieval_Saxon	103554	0.156794	0.343999	0.499206
I3037	BA-N	F	1263.0	England_EarlyMedieval_Saxon	622027	0.173546	0.252179	0.574275
I3044	BA-N	M	856.0	England_EarlyMedieval_Saxon	734288	0.190126	0.260213	0.549662
I3045	BA-N	M	860.0	England_EarlyMedieval_Saxon	39121	0.204458	0.300425	0.495118
I20638	BA-N	M	1450.0	England_EarlyMedieval_Saxon_father.or.son.I20649.father.or.son.I11588	481373	0.165892	0.177346	0.656762
I20648_d	BA-N	F	1450.0	England_EarlyMedieval_Saxon_lc	14133	0.181636	0.181695	0.636668
I20657_d	BA-N	M	1450.0	England_EarlyMedieval_Saxon_lc	12459	0.166052	0.270080	0.563868
I20663	BA-S	F	1450.0	England_EarlyMedieval_Saxon_lc	10317	0.132835	0.235107	0.632058
I3011	BA-S	M	886.0	England_EarlyMedieval_Saxon_o	380136	0.152350	0.428808	0.418842
I20656	BA-N	M	1450.0	England_EarlyMedieval_Saxon_oSteppe	783444	0.200601	0.216464	0.582934
I0161.SG	BA-N	F	1157.0	England_EarlyMedieval_Saxon.SG	619820	0.162067	0.253465	0.584468
I0773.SG	BA-N	F	1479.0	England_EarlyMedieval_Saxon.SG	832726	0.141032	0.186887	0.672081
I11033	BA-N	F	2421.0	England_EastYorkshire_EIA	803498	0.169380	0.283074	0.547546
I13758	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA_brother.I21558	571925	0.164043	0.286154	0.549804
I14107	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA_son.I21698	582951	0.176355	0.293136	0.530509
I0525	BA-N	F	1975.0	England_EastYorkshire_LIA	231791	0.164574	0.273842	0.561584
I14106	BA-N	F	2045.0	England_EastYorkshire_LIA	685172	0.187707	0.268354	0.543939
I22057	BA-N	F	1970.0	England_EastYorkshire_LIA	783891	0.179464	0.266561	0.553974
I22062	BA-N	M	1930.0	England_EastYorkshire_LIA	787101	0.178659	0.290580	0.530760
I22064	BA-N	F	1971.0	England_EastYorkshire_LIA	767472	0.182082	0.293011	0.524907
I5502	BA-N	M	2054.0	England_EastYorkshire_LIA	835229	0.195439	0.274573	0.529988
I12412	BA-N	F	2238.0	England_EastYorkshire_MIA	817565	0.206779	0.306442	0.486780
I14100	BA-N	M	2302.0	England_EastYorkshire_MIA	716230	0.171423	0.298857	0.529720
I22055	BA-N	F	2237.0	England_EastYorkshire_MIA	796139	0.167002	0.295959	0.537039
I22056	BA-N	F	2238.0	England_EastYorkshire_MIA	778615	0.180092	0.280384	0.539524
I0527	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	40885	0.210099	0.284723	0.505178
I11034	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	779468	0.183093	0.267868	0.549039
I12411	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	799541	0.177072	0.304755	0.518173
I12413	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	822324	0.190365	0.277931	0.531704
I12414	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	828300	0.186903	0.259392	0.553705
I12415	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	809085	0.206150	0.316828	0.477022
I13751	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	621842	0.181885	0.283309	0.534806
I13753	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	720286	0.192719	0.255231	0.552050
I13754	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	651868	0.182049	0.279204	0.538747
I13755	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	413121	0.179811	0.270476	0.549713
I13756	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	691088	0.173347	0.266273	0.560380
I13757	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	659673	0.177697	0.290931	0.531372
I13759	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	760169	0.172668	0.299496	0.527835
I13760	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	623614	0.193313	0.308734	0.497953
I14099	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	732571	0.174994	0.294664	0.530342
I14101	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	741126	0.158339	0.290137	0.551524
I14102	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	748394	0.186736	0.283042	0.530223
I14103	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	341161	0.176789	0.298536	0.524675
I14104	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	745037	0.170720	0.272461	0.556819
I14105	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	744232	0.203824	0.290704	0.505472
I14108	BA-N	F	2175.0	England_EastYorkshire_MIA_LIA	757516	0.198793	0.266019	0.535188
I14327	BA-N	M	2081.0	England_EastYorkshire_MIA_LIA	801836	0.157763	0.292057	0.550180
I22052	BA-N	F	2104.0	England_EastYorkshire_MIA_LIA	797703	0.182568	0.270985	0.546447
I22060	BA-N	M	2074.0	England_EastYorkshire_MIA_LIA	825402	0.158048	0.281984	0.559968
I22065	BA-N	M	2149.0	England_EastYorkshire_MIA_LIA	801555	0.156196	0.297495	0.546309
I5503	BA-N	F	2065.0	England_EastYorkshire_MIA_LIA	848852	0.198390	0.264075	0.537535
I5504	BA-N	F	1350.0	England_EastYorkshire_Anglian	62498	0.182853	0.197096	0.620050
I5505	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	875478	0.172254	0.267748	0.559997
I5506	BA-N	F	2202.0	England_EastYorkshire_MIA_LIA	834471	0.190369	0.297371	0.512260
I5508	BA-N	M	2175.0	England_EastYorkshire_MIA_LIA	832340	0.178100	0.266130	0.555770
I13752	BA-N	F	2121.0	England_EastYorkshire_MIA_LIA_sister.I5511	633748	0.172991	0.282070	0.544939
I19220	BA-N	F	3759.0	England_EBA	180666	0.196685	0.183641	0.619674
I27380	BA-N	M	4228.0	England_EBA_BellBeaker	831058	0.181539	0.176811	0.641649
I12935	BA-N	M	4000.0	England_EBA_highEEF	706806	0.182392	0.344166	0.473442
I21306	BA-N	M	2147.0	England_LIA	469338	0.166866	0.284812	0.548322
I11149	BA-N	M	2443.0	England_EIA	763419	0.179391	0.281170	0.539439
I11154	BA-N	F	2469.0	England_EIA	768541	0.165207	0.246523	0.588270
I11995	BA-N	F	2457.0	England_EIA	823425	0.181403	0.275606	0.542991
I12610	BA-N	M	2586.0	England_EIA	68003	0.158553	0.293799	0.547648
I12783	BA-N	M	2599.0	England_EIA	703574	0.199446	0.357109	0.443445
I12787	BA-N	F	2391.0	England_EIA	709080	0.160814	0.329945	0.509241
I13682	BA-N	M	2612.0	England_EIA	727917	0.182678	0.263303	0.554019
I13684	BA-N	F	2408.0	England_EIA	889192	0.160512	0.263667	0.575821
I13688	BA-N	F	2589.0	England_EIA	668391	0.191122	0.273624	0.535254
I13689	BA-N	M	2531.0	England_EIA	653675	0.196440	0.326933	0.476627
I13690	BA-N	M	2512.0	England_EIA	15364	0.167108	0.321245	0.511646
I14381	BA-N	F	2443.0	England_EIA	721796	0.182431	0.315424	0.502145
I14743_d	BA-N	M	2594.0	England_EIA	64798	0.180666	0.256504	0.562830
I14747	BA-N	F	2374.0	England_EIA	163510	0.192007	0.284544	0.523449
I14857	BA-N	F	2408.0	England_EIA	161241	0.198753	0.292307	0.508940
I16600	BA-N	M	2396.0	England_EIA	254472	0.183323	0.338763	0.477914
I16602	BA-N	F	2455.0	England_EIA	253846	0.166756	0.290681	0.542564
I16612	BA-N	F	2419.0	England_EIA	140858	0.194574	0.270160	0.535266
I16617	BA-N	F	2591.0	England_EIA	82352	0.190348	0.260031	0.549621
I16618	BA-N	F	2604.0	England_EIA	414366	0.170718	0.300007	0.529275
I17258	BA-N	F	2415.0	England_EIA	671185	0.181000	0.327777	0.491222
I17259	BA-N	M	2438.0	England_EIA	642160	0.191224	0.316547	0.492229
I17260	BA-N	M	2550.0	England_EIA	659237	0.187835	0.285968	0.526197
I19287	BA-N	F	2570.0	England_EIA	439485	0.189669	0.314821	0.495510
I19861	BA-N	F	2597.0	England_EIA	677152	0.174980	0.316986	0.508034
I19862	BA-N	F	2571.0	England_EIA	656663	0.195384	0.299039	0.505576
I19863	BA-N	M	2352.0	England_EIA	580609	0.186236	0.335583	0.478181
I19868	BA-N	M	2579.0	England_EIA	570558	0.201151	0.285619	0.513230
I20585	BA-N	F	2550.0	England_EIA	740734	0.199133	0.307972	0.492896
I27381	BA-N	F	2487.0	England_EIA	838795	0.192924	0.271541	0.535535
I27382	BA-N	M	2592.0	England_EIA	849875	0.175335	0.344089	0.480576
I27383	BA-N	F	2522.0	England_EIA	856072	0.176072	0.306041	0.517887
I12774	BA-N	M	2554.0	England_EIA_highEEF	831547	0.154196	0.428470	0.417334
I19867	BA-N	F	2598.0	England_EIA_highEEF	700567	0.217675	0.375022	0.407303
I30300	EF-ADMIX	M	5575.0	England_N_Megalithic	964349	0.218869	0.781121	0.000010
I12772	BA-N	M	2329.0	England_IA	804324	0.200465	0.256878	0.542657
I16380	BA-N	M	2329.0	England_IA	359924	0.189527	0.252528	0.557945
I16388	BA-N	F	2329.0	England_IA	369156	0.192580	0.301652	0.505768
I16439	BA-N	F	2329.0	England_IA	781015	0.181994	0.290094	0.527912
I16440	BA-N	M	2329.0	England_IA	461882	0.149512	0.259688	0.590800
I16441	BA-N	F	2329.0	England_IA	721882	0.168429	0.256236	0.575336
I16442	BA-N	F	2329.0	England_IA	760577	0.200314	0.268567	0.531119
I16453	BA-N	M	2350.0	England_IA	64086	0.200076	0.226639	0.573285
I16620	BA-N	F	2117.0	England_IA	161072	0.192905	0.302515	0.504580
I21305	BA-N	M	2300.0	England_IA	248122	0.156530	0.290145	0.553326
I6769	BA-N	M	2548.0	England_IA	786211	0.189267	0.284666	0.526067
I14550	BA-N	F	1850.0	England_IA_EarlyMedieval	788189	0.180409	0.240904	0.578687
I0156.SG	BA-N	M	1981.0	England_IA_ERoman.SG	682329	0.152095	0.247049	0.600856
M1489_noUDG.SG	BA-N	F	2035.0	England_IA_o.SG	379271	0.117232	0.252895	0.629873
3DT16_noUDG.SG	BA-N	M	1750.0	England_IA_Roman.SG	468040	0.146732	0.244367	0.608901
6DT18_noUDG.SG	BA-N	M	1750.0	England_IA_Roman.SG	665710	0.134128	0.251052	0.614820
6DT21_noUDG.SG	BA-N	M	1750.0	England_IA_Roman.SG	688254	0.128859	0.237891	0.633250
6DT22_noUDG.SG	BA-N	M	1750.0	England_IA_Roman.SG	673932	0.144624	0.279482	0.575895
6DT23_noUDG.SG	BA-N	M	1750.0	England_IA_Roman.SG	466879	0.111034	0.238724	0.650242
6DT3_noUDG.SG	BA-N	M	1750.0	England_IA_Roman.SG	844137	0.121718	0.201770	0.676512
I0160.SG	BA-N	M	1973.0	England_IA.SG	1144704	0.133477	0.245129	0.621394
I0789.SG	BA-N	F	2163.0	England_IA.SG	597716	0.155125	0.276532	0.568343
I12608	BA-N	F	2929.0	England_LBA	27425	0.197831	0.230753	0.571416
I12614	BA-N	F	2900.0	England_LBA	136581	0.185245	0.273458	0.541297
I12624	BA-N	F	2800.0	England_LBA	246189	0.158511	0.328377	0.513111
I12936	BA-N	F	2945.0	England_LBA	49398	0.167576	0.208953	0.623471
I13712	BA-N	M	2914.0	England_LBA	819126	0.185075	0.288648	0.526276
I13713	BA-N	M	2912.0	England_LBA	821117	0.176052	0.255116	0.568832
I14358	BA-N	M	2808.0	England_LBA	719569	0.176033	0.273034	0.550933
I14377	BA-N	F	2889.0	England_LBA	778341	0.190838	0.302715	0.506447
I14379	BA-N	F	2801.0	England_LBA	659470	0.179355	0.288702	0.531944
I14742	BA-N	M	2898.0	England_LBA	46743	0.169995	0.334107	0.495897
I14745	BA-N	F	2789.0	England_LBA	50052	0.186385	0.229111	0.584503
I14862	BA-N	F	2834.0	England_LBA	820616	0.171653	0.299254	0.529094
I14864	BA-N	F	2839.0	England_LBA	747557	0.207781	0.287070	0.505149
I16469	BA-N	M	2945.0	England_LBA	364142	0.162687	0.232758	0.604555
I7576	BA-N	M	3039.0	England_LBA	768824	0.196776	0.289705	0.513520
I7628	BA-N	M	3033.0	England_LBA	402032	0.222811	0.269390	0.507799
I7629	BA-N	M	3015.0	England_LBA	727000	0.195856	0.254356	0.549788
I13617	BA-N	F	3086.0	England_LBA_highEEF	468341	0.156021	0.373715	0.470264
I14861	BA-N	M	2810.0	England_LBA_highEEF	691878	0.185515	0.360788	0.453697
I14865	BA-N	F	2823.0	England_LBA_highEEF	240835	0.178462	0.346703	0.474835
I12611	BA-N	F	2900.0	England_LBA_lc	7860	0.213327	0.266536	0.520136
I12613	BA-N	F	2900.0	England_LBA_lc	9356	0.175360	0.239306	0.585334
I16467_d	BA-N	M	2945.0	England_LBA_lc	8979	0.075442	0.329424	0.595133
I16615	BA-N	F	3030.0	England_LBA_lc	8581	0.138159	0.250527	0.611314
I13711	BA-N	M	2928.0	England_LBA_lowEEF	836363	0.194648	0.231762	0.573589
I5383	BA-N	F	2945.0	England_LBA_lowEEF	280276	0.180891	0.230398	0.588711
I11142	BA-N	M	2067.0	England_LIA	745371	0.189150	0.279777	0.531073
I11144	BA-N	M	1976.0	England_LIA	776394	0.191355	0.273167	0.535477
I11145	BA-N	M	2022.0	England_LIA	781906	0.192547	0.277080	0.530373
I12785	BA-N	M	2051.0	England_LIA	808049	0.171662	0.282278	0.546060
I12791	BA-N	M	2051.0	England_LIA	777403	0.183274	0.266036	0.550690
I12927	BA-N	M	1825.0	England_LIA	815459	0.147509	0.286444	0.566047
I12931	BA-N	M	1825.0	England_LIA	682678	0.164672	0.259688	0.575640
I12932	BA-N	F	1825.0	England_LIA	827241	0.193037	0.284789	0.522174
I14096	BA-N	M	1973.0	England_LIA	406287	0.194001	0.235946	0.570053
I14097	BA-N	M	2002.0	England_LIA	515019	0.213923	0.261240	0.524837
I14351	BA-N	F	2048.0	England_LIA	691084	0.177169	0.274662	0.548169
I14552_d	BA-N	M	1947.0	England_LIA	157321	0.212094	0.310134	0.477772
I18599	BA-N	F	1924.0	England_LIA	667117	0.160601	0.309613	0.529786
I19047	BA-N	M	1976.0	England_LIA	52494	0.187207	0.279326	0.533467
I19587	BA-N	M	2048.0	England_LIA	43937	0.147001	0.331997	0.521002
I19870	BA-N	F	2051.0	England_LIA	747046	0.174534	0.303356	0.522110
