IID	Group	Sex	Date	Population	NumSNPs	k1	k2
I0965	AncSAm	F	555.0	Peru_Lima_LIP_650BP	174283	0.999990	0.000010
I0969	AncSAm	M	685.0	Peru_Lima_LIP_650BP	68531	0.999990	0.000010
I0968	AncSAm	M	865.0	Peru_LimaCoast_MH_1000BP	77642	0.999990	0.000010
I0971	AncSAm	F	1250.0	Peru_LimaCoast_MH_1000BP	23893	0.999990	0.000010
I0042	AncSAm	F	700.0	Peru_LIP_Botigiriayocc_600BP	1035572	0.999990	0.000010
I1356	AncSAm	F	600.0	Peru_LIP_Pacapaccari_600BP	646229	0.999990	0.000010
I1358	AncSAm	M	735.0	Peru_LIP_Pacapaccari_600BP	572174	0.999990	0.000010
I0966	AncSAm	M	765.0	Peru_LIP_Ychsma	247038	0.999990	0.000010
I0967	AncSAm	M	765.0	Peru_LIP_Ychsma	217157	0.999990	0.000010
I0972	AncSAm	M	765.0	Peru_LIP_Ychsma	47826	0.999990	0.000010
I2242	AncSAm	F	685.0	Peru_MH_LIP_ElBrujo_850BP	378280	0.999990	0.000010
I2241	AncSAm	M	925.0	Peru_MH_LIP_Lambayeque	782030	0.999990	0.000010
I2243	AncSAm	F	925.0	Peru_MH_LIP_Lambayeque	78450	0.999990	0.000010
I2244	AncSAm	M	925.0	Peru_MH_LIP_Lambayeque	633794	0.999990	0.000010
I1479	AncSAm	F	550.0	Peru_Palpa_LIP_550BP	575117	0.999990	0.000010
I2549	AncSAm	M	540.0	Peru_Palpa_LIP_550BP	483604	0.999990	0.000010
I2550	AncSAm	M	935.0	Peru_Palpa_MH_950BP	42480	0.999990	0.000010
I2233	AncSAm	M	1915.0	Peru_Paracas_EH_2250BP_lc	14812	0.999990	0.000010
IL4_noUDG.SG	AncSAm	M	1475.0	Peru_RioUncallane_1600BP_o.SG	680069	0.999990	0.000010
IL3_noUDG.SG	AncSAm	F	1697.0	Peru_RioUncallane_1600BP.SG	1093095	0.999990	0.000010
IL5_noUDG.SG	AncSAm	F	1658.0	Peru_RioUncallane_1600BP.SG	885073	0.999990	0.000010
IL7_noUDG.SG	AncSAm	M	1778.0	Peru_RioUncallane_1600BP.SG	1090029	0.999990	0.000010
IL2_noUDG.SG	AncSAm	F	1625.0	Peru_RioUncallane_1800BP.SG	1099304	0.999990	0.000010
I1743	AncSAm	M	495.0	Peru_SanSebastian_LH_500BP	402951	0.999990	0.000010
I1400	AncSAm	M	605.0	Peru_SanSebastian_LIP_600BP	58346	0.999990	0.000010
I1744	AncSAm	M	605.0	Peru_SanSebastian_LIP_600BP	711805	0.999990	0.000010
SMP5_noUDG.SG	AncSAm	M	6831.0	Peru_SoroMikayaPatjxa_6800BP.SG	53251	0.901459	0.098541
I2557	AncSAm	F	1395.0	Peru_Ullujaya_EIP_1350BP	436674	0.999990	0.000010
I2558	AncSAm	M	1320.0	Peru_Ullujaya_EIP_1350BP	315549	0.999990	0.000010
I2560	AncSAm	F	950.0	Peru_Ullujaya_MH_950BP	577823	0.999990	0.000010
I2253	AncSAm	F	1025.0	Peru_WariHighlands_MH_lc	11201	0.975129	0.024871
CO001	AncSAm	F	1046.0	Peru_Cullcunche_Tiwanaku	510240	0.999990	0.000010
CO066	AncSAm	M	422.0	Peru_Maucallacta_Tiwanaku	495707	0.999990	0.000010
CO154	AncSAm	F	388.0	Peru_Antaura_Tiwanaku	683495	0.999990	0.000010
CO193	AncSAm	F	614.0	Peru_Cotahuasi_Tiwanaku	527110	0.999990	0.000010
TW004	AncSAm	M	1025.0	Bolivia_Akapana_Tiwanaku	428394	0.999990	0.000010
TW008	AncSAm	M	1021.0	Bolivia_Akapana_Tiwanaku	242561	0.999990	0.000010
TW013	AncSAm	F	1660.0	Bolivia_Lukurmata_Tiwanaku	944399	0.999990	0.000010
TW020	AncSAm	F	853.0	Bolivia_Lukurmata_Tiwanaku	242206	0.999990	0.000010
TW027	AncSAm	M	935.0	Bolivia_Lukurmata_Tiwanaku	213270	0.999990	0.000010
TW028	AncSAm	M	455.0	Bolivia_Lukurmata_Tiwanaku	704791	0.999990	0.000010
TW033	AncSAm	F	539.0	Bolivia_Totocachi_Tiwanaku	219053	0.999990	0.000010
TW056	AncSAm	F	1010.0	Bolivia_MonolitoDescabezado_Tiwanaku	783632	0.977125	0.022875
TW059	AncSAm	M	1227.0	Bolivia_Pumapunku_Tiwanaku	286043	0.999990	0.000010
TW060	AncSAm	F	966.0	Bolivia_Akapana_Tiwanaku	233069	0.999990	0.000010
TW061	AncSAm	F	914.0	Bolivia_Akapana_Tiwanaku	152822	0.961755	0.038245
TW063	AncSAm	F	1223.0	Bolivia_Putuni_Tiwanaku	574344	0.998010	0.001990
TW097	AncSAm	M	1017.0	Bolivia_Akapana_Tiwanaku	199357	0.999990	0.000010
YCH001.A0101	AncSAm	U	1156.0	ChichenItza	549718	0.999990	0.000010
YCH002.A0102	AncSAm	U	1154.0	ChichenItza	620107	0.999990	0.000010
YCH003.A0102	AncSAm	U	1177.0	ChichenItza	662021	0.999990	0.000010
YCH004.A0102	AncSAm	U	1050.0	ChichenItza	514469	0.999990	0.000010
YCH006.A0102	AncSAm	U	1050.0	ChichenItza	169670	0.999990	0.000010
YCH009.B0101	AncSAm	U	1050.0	ChichenItza	701804	0.965613	0.034387
YCH011.A0102	AncSAm	U	1098.0	ChichenItza	1009423	0.999990	0.000010
YCH012.A0102	AncSAm	U	1058.0	ChichenItza	1014426	0.999990	0.000010
YCH013.A0101	AncSAm	U	1050.0	ChichenItza	99843	0.983865	0.016135
YCH015.A0101	AncSAm	U	1050.0	ChichenItza	857132	0.999990	0.000010
YCH017.B0101	AncSAm	U	1050.0	ChichenItza	93361	0.662736	0.337264
YCH019.A0101	AncSAm	U	1050.0	ChichenItza	34143	0.999990	0.000010
YCH022.A0101	AncSAm	U	1050.0	ChichenItza	68902	0.999990	0.000010
YCH023.A0101	AncSAm	U	1050.0	ChichenItza	617341	0.999990	0.000010
YCH024.A0101	AncSAm	U	1157.0	ChichenItza	976712	0.999990	0.000010
YCH027.A0101	AncSAm	U	1044.0	ChichenItza	1005315	0.999990	0.000010
YCH029.A0101	AncSAm	U	1050.0	ChichenItza	1276	0.839945	0.160055
YCH031.A0101	AncSAm	U	1050.0	ChichenItza	917600	0.999990	0.000010
YCH033.A0101	AncSAm	U	1100.0	ChichenItza	924201	0.999990	0.000010
YCH034.A0101	AncSAm	U	1157.0	ChichenItza	1014594	0.999990	0.000010
YCH035.A0101	AncSAm	U	1050.0	ChichenItza	12649	0.999990	0.000010
YCH036.A0101	AncSAm	U	1224.0	ChichenItza	934929	0.999990	0.000010
YCH039.A0101	AncSAm	U	1050.0	ChichenItza	887047	0.999990	0.000010
YCH040.A0101	AncSAm	U	1065.0	ChichenItza	969722	0.999990	0.000010
YCH041.1240K	AncSAm	U	1050.0	ChichenItza	1067120	0.999990	0.000010
YCH042.A0101	AncSAm	U	1050.0	ChichenItza	71496	0.999990	0.000010
YCH043.A0101	AncSAm	U	1050.0	ChichenItza	814437	0.999990	0.000010
YCH045.A0101	AncSAm	U	1050.0	ChichenItza	720469	0.999990	0.000010
YCH046.A0101	AncSAm	U	1050.0	ChichenItza	562825	0.970401	0.029599
YCH047.A0101	AncSAm	U	1050.0	ChichenItza	23321	0.999990	0.000010
YCH049.A0101	AncSAm	U	1050.0	ChichenItza	616388	0.982153	0.017847
YCH050.A0101	AncSAm	U	1050.0	ChichenItza	983613	0.999990	0.000010
YCH051.A0101	AncSAm	U	970.0	ChichenItza	408333	0.999990	0.000010
YCH052.A0102	AncSAm	U	1050.0	ChichenItza	108142	0.999990	0.000010
YCH053.A0101	AncSAm	U	1050.0	ChichenItza	854632	0.999990	0.000010
YCH055.A0101	AncSAm	U	1050.0	ChichenItza	306350	0.999990	0.000010
YCH057.A0101	AncSAm	U	1050.0	ChichenItza	319549	0.952928	0.047072
YCH059.B0101	AncSAm	U	1050.0	ChichenItza	613662	0.972590	0.027410
YCH064.B0101	AncSAm	U	1050.0	ChichenItza	181789	0.920285	0.079715
I7692	BA-S	F	3900.0	Portugal_EBA	58027	0.0	1.0
I7687	BA-S	M	2900.0	Portugal_LBA	27076	0.0	1.0
EFA006	BA-S	M	3050.0	Spain_Aritgues_LBA	180081	0.0	1.0
EFA008	BA-S	M	3050.0	Spain_Aritgues_LBA	49706	0.0	1.0
EFA009	BA-S	M	3050.0	Spain_Aritgues_LBA	84196	0.0	1.0
EFA010	BA-S	F	3050.0	Spain_Aritgues_LBA	270426	0.0	1.0
EFA011	BA-S	F	3050.0	Spain_Aritgues_LBA	343886	0.0	1.0
EFA007	BA-S	M	3050.0	Spain_Aritgues_LBA_father.or.son.EFA006	134328	0.0	1.0
BAS017	BA-S	F	3685.0	Spain_Bastida_Argar_Late_1d.rel.BAS006.BAS018.BAS003	54456	0.0	1.0
I8132	BA-S	F	4450.0	Spain_C_lc	3086	0.0	1.0
EHU002	BA-S	M	4367.0	Spain_C_oSteppe	662713	0.0	1.0
I3239	BA-S	F	4300.0	Spain_C_oSteppe	46422	0.0	1.0
I5665	BA-S	M	4077.0	Spain_C_oSteppe	476556	0.0	1.0
I6472	BA-S	M	4200.0	Spain_C_oSteppe	185469	0.0	1.0
I6539	BA-S	M	4200.0	Spain_C_oSteppe	395682	0.0	1.0
I6589	BA-S	M	4200.0	Spain_C_lc	4427	0.0	1.0
I7672	BA-S	M	1153.0	Spain_Carolingian	57076	0.0	1.0
I7673	BA-S	F	1153.0	Spain_Carolingian	297440	0.0	1.0
I7674	BA-S	F	1153.0	Spain_Carolingian	27625	0.0	1.0
I7675	BA-S	M	1153.0	Spain_Carolingian	123204	0.0	1.0
I7676	BA-S	F	1153.0	Spain_Carolingian	70637	0.0	1.0
I1840	BA-S	M	3475.0	Spain_EBA	649557	0.0	1.0
I1977	BA-S	F	3475.0	Spain_EBA	116516	0.0	1.0
I1982	BA-S	F	3558.0	Spain_EBA	15751	0.0	1.0
I23569	BA-S	M	4037.0	Spain_EBA	104695	0.0	1.0
I2471	BA-S	F	3500.0	Spain_EBA	197375	0.0	1.0
I3484	BA-S	M	4074.0	Spain_EBA	68715	0.0	1.0
I3486	BA-S	M	3575.0	Spain_EBA	45185	0.0	1.0
I3492	BA-S	M	3450.0	Spain_EBA	135450	0.0	1.0
I4559	BA-S	M	3550.0	Spain_EBA	351777	0.0	1.0
I4560	BA-S	F	3550.0	Spain_EBA	869670	0.0	1.0
I4561	BA-S	F	3550.0	Spain_EBA	893679	0.0	1.0
I4562	BA-S	F	3614.0	Spain_EBA	714196	0.0	1.0
I6470	BA-S	M	3609.0	Spain_EBA	674668	0.0	1.0
VAD001	BA-S	M	3641.0	Spain_EBA	560204	0.0	1.0
VAD004	BA-S	M	3650.0	Spain_EBA	276491	0.0	1.0
VAD005	BA-S	M	3590.0	Spain_EBA	386287	0.0	1.0
I12171	BA-S	F	2608.0	Spain_EIA_Tartessian	363904	0.0	1.0
I4420	BA-S	F	3748.0	Spain_Formentera_MBA	159726	0.0	1.0
I8215	BA-S	F	2526.0	Spain_Greek_oAegean	828446	0.0	1.0
I8209	BA-S	M	2554.0	Spain_Greek_oLocal	848271	0.0	1.0
I8210	BA-S	M	2375.0	Spain_Greek_oLocal	62153	0.0	1.0
I8211	BA-S	M	2425.0	Spain_Greek_oLocal	28889	0.0	1.0
I8340	BA-S	F	2375.0	Spain_Greek_oLocal	25628	0.0	1.0
I8341	BA-S	M	2375.0	Spain_Greek_oLocal	47632	0.0	1.0
I8205	BA-S	M	2150.0	Spain_Hellenistic_oAegean	70636	0.0	1.0
I8203	BA-S	F	2150.0	Spain_Hellenistic_oLocal	520218	0.0	1.0
I12410	BA-S	M	2375.0	Spain_IA	801503	0.0	1.0
I12877	BA-S	M	2400.0	Spain_IA	46784	0.0	1.0
I12878	BA-S	F	2360.0	Spain_IA	160723	0.0	1.0
I12879	BA-S	F	2429.0	Spain_IA	275324	0.0	1.0
I3320	BA-S	M	2150.0	Spain_IA	807017	0.0	1.0
I3322	BA-S	F	2500.0	Spain_IA	616296	0.0	1.0
I3323	BA-S	M	2226.0	Spain_IA	297915	0.0	1.0
I4556	BA-S	F	2550.0	Spain_IA	289580	0.0	1.0
I3758	BA-S	F	2226.0	Spain_IA_Celt	859014	0.0	1.0
I3759	BA-S	M	2222.0	Spain_IA_Celt	723750	0.0	1.0
I3757	BA-S	F	2300.0	Spain_IA_Celt_o	121747	0.0	1.0
I12642	BA-S	F	2443.0	Spain_IA_lc	12201	0.0	1.0
I12643	BA-S	F	2553.0	Spain_IA_lc	6196	0.0	1.0
I3496	BA-S	U	2200.0	Spain_IA	135320	0.0	1.0
I12514	BA-S	M	854.0	Spain_Islamic	502872	0.0	1.0
I12515	BA-S	M	750.0	Spain_Islamic	575649	0.0	1.0
I12516	BA-S	F	937.0	Spain_Islamic	423919	0.0	1.0
I12647	BA-S	F	750.0	Spain_Islamic	619420	0.0	1.0
I12648	BA-S	M	750.0	Spain_Islamic	28157	0.0	1.0
I12649	BA-S	M	750.0	Spain_Islamic	137623	0.0	1.0
I7500	BA-S	M	950.0	Spain_Islamic_Emirate	65832	0.0	1.0
I7498	BA-S	M	900.0	Spain_Islamic_Zira	731853	0.0	1.0
I20740	BA-S	M	3100.0	Spain_LBA	215375	0.0	1.0
I2469_enhanced	BA-S	F	2826.0	Spain_LBA	214996	0.0	1.0
I20736	BA-S	F	3100.0	Spain_LBA_1d.rel.I23440.I23441	91429	0.0	1.0
I8570	BA-S	M	3100.0	Spain_LBA	233158	0.0	1.0
I19987	BA-S	F	2025.0	Spain_LIA	309026	0.0	1.0
I19989	BA-S	F	2050.0	Spain_LIA	49891	0.0	1.0
I19991	BA-S	M	2050.0	Spain_LIA	383018	0.0	1.0
I12209	BA-S	M	3250.0	Spain_MBA	880374	0.0	1.0
I3493	BA-S	F	3301.0	Spain_MBA	288608	0.0	1.0
I2470	BA-S	M	3275.0	Spain_MBA	400816	0.0	1.0
I10892	BA-S	F	950.0	Spain_Medieval	546645	0.0	1.0
I10895	BA-S	M	1038.0	Spain_Medieval	618876	0.0	1.0
I10851	BA-S	F	1006.0	Spain_Medieval	55848	0.0	1.0
I10852	BA-S	F	908.0	Spain_Medieval	304335	0.0	1.0
I10853	BA-S	M	876.0	Spain_Medieval	244095	0.0	1.0
I10897	BA-S	F	828.0	Spain_Medieval	114082	0.0	1.0
I10854	BA-S	M	908.0	Spain_Medieval_lc	4144	0.0	1.0
I3315	BA-S	M	2809.0	Spain_Menorca_LBA	781915	0.0	1.0
MDP001	BA-S	M	4155.0	Spain_MolinosPapel_Early_Argar_father.or.son.MDP003	120598	0.0	1.0
I8147	BA-S	U	550.0	Spain_NazariPeriod_LateMuslim	32477	0.0	1.0
I7424	BA-S	F	400.0	Spain_NazariPeriod_Muslim	537403	0.0	1.0
MIV001	BA-S	F	4050.0	Spain_NE_Iberia_BA	204319	0.0	1.0
I6492	BA-S	M	1600.0	Spain_Roman_lc	8840	0.0	1.0
I7158	BA-S	M	1600.0	Spain_Roman_lc	5248	0.0	1.0
I8338	BA-S	F	1800.0	Spain_Roman_oAegean	45557	0.0	1.0
I6490	BA-S	F	1600.0	Spain_Roman_oLocal	87255	0.0	1.0
I8202	BA-S	M	1750.0	Spain_Roman_oLocal	110793	0.0	1.0
I8339	BA-S	F	1777.0	Spain_Roman_oLocal	269776	0.0	1.0
I8474	BA-S	F	1800.0	Spain_Roman_oLocal	46654	0.0	1.0
I8343	BA-S	M	1287.0	Spain_Roman_oMixed	91641	0.0	1.0
I8475	BA-S	F	1800.0	Spain_Roman_oMixed	550295	0.0	1.0
I4055	BA-S	M	1650.0	Spain_Roman	56324	0.0	1.0
I6491	BA-S	M	1600.0	Spain_Roman	19753	0.0	1.0
LHO003	BA-S	F	3524.0	Spain_SE_Iberia_BA_Valencian	683996	0.0	1.0
I12034	BA-S	F	1392.0	Spain_Visigoth	504268	0.0	1.0
I3775	BA-S	M	1300.0	Spain_Visigoth_Barcelona	115404	0.0	1.0
I3776	BA-S	F	1300.0	Spain_Visigoth_Barcelona	31885	0.0	1.0
I3777	BA-S	F	1300.0	Spain_Visigoth_Barcelona	325714	0.0	1.0
I3866	BA-S	M	1300.0	Spain_Visigoth_Barcelona	101128	0.0	1.0
I3574	BA-S	F	1450.0	Spain_Visigoth_Granada	94028	0.0	1.0
I3579	BA-S	M	1450.0	Spain_Visigoth_Granada	107469	0.0	1.0
I3585	BA-S	M	1195.0	Spain_Visigoth_Granada	721497	0.0	1.0
R10507.SG	BA-S	F	1525.0	Portugal_Miroico_LateRoman.SG	554185	0.0	1.0
R10508.SG	BA-S	F	1587.0	Portugal_Miroico_LateRoman.SG	742545	0.0	1.0
R10501.SG	BA-S	M	1525.0	Portugal_Miroico_LateRoman.SG	712885	0.0	1.0
R10502.SG	BA-S	F	1525.0	Portugal_Miroico_LateRoman.SG	801840	0.0	1.0
R10488.SG	BA-S	M	1525.0	Portugal_Conimbriga_Roman.SG	628537	0.0	1.0
R10487.SG	BA-S	F	1587.0	Portugal_Conimbriga_Roman.SG	727078	0.0	1.0
