IID	Group	Sex	Date	Pop	NumSNPs	North	Jomon	South
PLTM313_noUDG	GROUP1	F	3934	China_YR_LN	1044572	0.667892	0.032322	0.299786
WD-WT1H16_noUDG	GROUP1	M	4536	China_YR_LN	1116390	0.713151	0.021739	0.265110
WD-WT5M2_noUDG	GROUP1	F	3900	China_YR_LN	812816	0.701956	0.033608	0.264436
WGM20_noUDG	GROUP1	F	5250	China_YR_MN	59429	0.779790	0.025974	0.194236
WGM35_noUDG	GROUP1	F	5950	China_YR_MN	582549	0.790907	0.042087	0.167007
WGM43_noUDG	GROUP1	M	5250	China_YR_MN	35936	0.768332	0.042649	0.189018
WGM70_noUDG	GROUP1	F	5250	China_YR_MN	219959	0.798333	0.036458	0.165210
WGM76S_noUDG	GROUP1	F	5250	China_YR_MN	197944	0.754101	0.058429	0.187469
WGM94_noUDG	GROUP1	M	5250	China_YR_MN	410126	0.743255	0.042511	0.214235
XW-M1R18_noUDG	GROUP1	M	6927	China_YR_MN	1113674	0.706227	0.033393	0.260380
WGH35-1_noUDG	GROUP1	F	5250	China_YR_MN_o	31994	0.747449	0.038926	0.213625
HG00403.SG	CHS.SG	M	0	CHS.SG	936174	0.525261	0.000010	0.474729
HG00404.SG	CHS.SG	F	0	CHS.SG	1082707	0.525278	0.000010	0.474712
HG00406.SG	CHS.SG	M	0	CHS.SG	1134567	0.460154	0.000010	0.539836
HG00407.SG	CHS.SG	F	0	CHS.SG	1138118	0.428178	0.000010	0.571812
HG00409.SG	CHS.SG	M	0	CHS.SG	1148541	0.497499	0.000010	0.502491
HG00410.SG	CHS.SG	F	0	CHS.SG	1149084	0.477952	0.000010	0.522038
HG00419.SG	CHS.SG	F	0	CHS.SG	1146152	0.471688	0.000010	0.528302
HG00421.SG	CHS.SG	M	0	CHS.SG	1146049	0.475304	0.000010	0.524686
HG00422.SG	CHS.SG	F	0	CHS.SG	1147782	0.448052	0.000010	0.551938
HG00428.SG	CHS.SG	F	0	CHS.SG	1148139	0.460161	0.000010	0.539829
HG00436.SG	CHS.SG	M	0	CHS.SG	993809	0.531099	0.000010	0.468891
HG00437.SG	CHS.SG	F	0	CHS.SG	1148343	0.472606	0.000010	0.527384
HG00442.SG	CHS.SG	M	0	CHS.SG	1148477	0.449458	0.000010	0.550532
HG00443.SG	CHS.SG	F	0	CHS.SG	1147105	0.469945	0.000010	0.530045
HG00445.SG	CHS.SG	M	0	CHS.SG	1147009	0.482096	0.000010	0.517894
HG00446.SG	CHS.SG	F	0	CHS.SG	1147194	0.478404	0.000010	0.521586
HG00448.SG	CHS.SG	M	0	CHS.SG	1146686	0.442532	0.000010	0.557458
HG00449.SG	CHS.SG	F	0	CHS.SG	1099899	0.483120	0.000010	0.516870
HG00451.SG	CHS.SG	M	0	CHS.SG	1141801	0.482748	0.000010	0.517242
HG00452.SG	CHS.SG	F	0	CHS.SG	1142953	0.479657	0.000010	0.520333
HG00457.SG	CHS.SG	M	0	CHS.SG	1141939	0.445918	0.000010	0.554072
HG00458.SG	CHS.SG	F	0	CHS.SG	1146392	0.502030	0.000010	0.497960
HG00463.SG	CHS.SG	M	0	CHS.SG	1124211	0.445311	0.000010	0.554679
HG00464.SG	CHS.SG	F	0	CHS.SG	1130382	0.463127	0.000010	0.536863
HG00472.SG	CHS.SG	M	0	CHS.SG	1147805	0.471793	0.000010	0.528197
HG00473.SG	CHS.SG	F	0	CHS.SG	1147235	0.468723	0.000010	0.531267
HG00475.SG	CHS.SG	M	0	CHS.SG	1147069	0.501547	0.000010	0.498443
HG00476.SG	CHS.SG	F	0	CHS.SG	1144662	0.469451	0.000010	0.530539
HG00478.SG	CHS.SG	M	0	CHS.SG	1145870	0.448430	0.000010	0.551560
HG00479.SG	CHS.SG	F	0	CHS.SG	1146698	0.443822	0.000010	0.556168
HG00500.SG	CHS.SG	M	0	CHS.SG	1109971	0.506025	0.000010	0.493965
HG00501.SG	CHS.SG	F	0	CHS.SG	1118119	0.473317	0.000010	0.526673
HG00513.SG	CHS.SG	F	0	CHS.SG	1044397	0.490375	0.000010	0.509615
HG00524.SG	CHS.SG	M	0	CHS.SG	1024092	0.511170	0.000010	0.488820
HG00525.SG	CHS.SG	F	0	CHS.SG	1146904	0.501597	0.000010	0.498393
HG00533.SG	CHS.SG	M	0	CHS.SG	1117278	0.496389	0.000010	0.503601
HG00534.SG	CHS.SG	F	0	CHS.SG	1122527	0.455695	0.000010	0.544295
HG00536.SG	CHS.SG	M	0	CHS.SG	1148105	0.463850	0.000010	0.536140
HG00537.SG	CHS.SG	F	0	CHS.SG	1073837	0.521454	0.000010	0.478536
HG00542.SG	CHS.SG	M	0	CHS.SG	956390	0.546086	0.000010	0.453904
HG00543.SG	CHS.SG	F	0	CHS.SG	1148119	0.419807	0.000010	0.580183
HG00556.SG	CHS.SG	M	0	CHS.SG	1146390	0.460554	0.000010	0.539436
HG00557.SG	CHS.SG	F	0	CHS.SG	1145608	0.503497	0.000010	0.496493
HG00559.SG	CHS.SG	M	0	CHS.SG	1101306	0.546441	0.012506	0.441053
HG00560.SG	CHS.SG	F	0	CHS.SG	1080900	0.498043	0.000010	0.501947
HG00565.SG	CHS.SG	M	0	CHS.SG	1080521	0.507939	0.000010	0.492051
HG00566.SG	CHS.SG	F	0	CHS.SG	1088804	0.479117	0.000010	0.520873
HG00580.SG	CHS.SG	M	0	CHS.SG	1112159	0.517306	0.000010	0.482684
HG00581.SG	CHS.SG	F	0	CHS.SG	1123614	0.525460	0.000010	0.474530
HG00583.SG	CHS.SG	M	0	CHS.SG	1122088	0.366513	0.000010	0.633477
HG00584.SG	CHS.SG	F	0	CHS.SG	1119452	0.490739	0.000010	0.509251
HG00589.SG	CHS.SG	M	0	CHS.SG	1111629	0.493330	0.000010	0.506660
HG00590.SG	CHS.SG	F	0	CHS.SG	1076734	0.424276	0.000010	0.575714
HG00592.SG	CHS.SG	M	0	CHS.SG	1072827	0.691736	0.000010	0.308254
HG00593.SG	CHS.SG	F	0	CHS.SG	1147728	0.476038	0.000010	0.523952
HG00595.SG	CHS.SG	M	0	CHS.SG	1103904	0.489637	0.000010	0.510353
HG00596.SG	CHS.SG	F	0	CHS.SG	975645	0.548688	0.000010	0.451302
HG00598.SG	CHS.SG	M	0	CHS.SG	1148513	0.478877	0.000010	0.521113
HG00599.SG	CHS.SG	F	0	CHS.SG	1148564	0.569362	0.000187	0.430451
HG00607.SG	CHS.SG	M	0	CHS.SG	1076167	0.498623	0.000010	0.501367
HG00608.SG	CHS.SG	F	0	CHS.SG	1099661	0.457816	0.000010	0.542174
HG00610.SG	CHS.SG	M	0	CHS.SG	1031622	0.565345	0.000010	0.434645
HG00611.SG	CHS.SG	F	0	CHS.SG	1009331	0.576101	0.000010	0.423889
HG00613.SG	CHS.SG	M	0	CHS.SG	1121868	0.476329	0.000010	0.523661
HG00614.SG	CHS.SG	F	0	CHS.SG	1089165	0.513278	0.000010	0.486712
HG00619.SG	CHS.SG	M	0	CHS.SG	1114196	0.497503	0.000010	0.502487
HG00620.SG	CHS.SG	F	0	CHS.SG	1091791	0.468409	0.000010	0.531581
HG00622.SG	CHS.SG	M	0	CHS.SG	1148717	0.488774	0.000010	0.511216
HG00623.SG	CHS.SG	F	0	CHS.SG	1149123	0.488022	0.000010	0.511968
HG00625.SG	CHS.SG	M	0	CHS.SG	963287	0.461481	0.000010	0.538509
HG00626.SG	CHS.SG	F	0	CHS.SG	1022306	0.534191	0.000010	0.465799
HG00628.SG	CHS.SG	M	0	CHS.SG	1018751	0.531060	0.000010	0.468930
HG00629.SG	CHS.SG	F	0	CHS.SG	1049657	0.528027	0.000010	0.471963
HG00631.SG	CHS.SG	M	0	CHS.SG	1148633	0.527011	0.000010	0.472979
HG00632.SG	CHS.SG	F	0	CHS.SG	1144846	0.497137	0.000010	0.502853
HG00634.SG	CHS.SG	M	0	CHS.SG	1019068	0.515888	0.000010	0.484102
HG00635.SG	CHS.SG	F	0	CHS.SG	1048633	0.562502	0.000010	0.437488
HG00650.SG	CHS.SG	M	0	CHS.SG	1108128	0.328411	0.000010	0.671579
HG00651.SG	CHS.SG	F	0	CHS.SG	1095557	0.372211	0.000010	0.627779
HG00653.SG	CHS.SG	M	0	CHS.SG	1119427	0.346542	0.000010	0.653448
HG00654.SG	CHS.SG	F	0	CHS.SG	1114835	0.387662	0.000010	0.612328
HG00656.SG	CHS.SG	M	0	CHS.SG	1123385	0.318215	0.000010	0.681775
HG00657.SG	CHS.SG	F	0	CHS.SG	1110636	0.361361	0.000010	0.638629
HG00662.SG	CHS.SG	M	0	CHS.SG	1105546	0.352651	0.000010	0.647339
HG00663.SG	CHS.SG	F	0	CHS.SG	1116854	0.346235	0.000010	0.653755
HG00671.SG	CHS.SG	M	0	CHS.SG	1122932	0.358096	0.000010	0.641894
HG00672.SG	CHS.SG	F	0	CHS.SG	1114319	0.328363	0.000010	0.671627
HG00674.SG	CHS.SG	M	0	CHS.SG	1148210	0.353294	0.000010	0.646696
HG00675.SG	CHS.SG	F	0	CHS.SG	1148737	0.402743	0.000010	0.597247
HG00683.SG	CHS.SG	M	0	CHS.SG	1105888	0.347791	0.000010	0.652199
HG00684.SG	CHS.SG	F	0	CHS.SG	1111101	0.371603	0.000010	0.628387
HG00689.SG	CHS.SG	M	0	CHS.SG	1106107	0.401398	0.000010	0.598592
HG00690.SG	CHS.SG	F	0	CHS.SG	1108988	0.343869	0.000010	0.656121
HG00692.SG	CHS.SG	M	0	CHS.SG	1119725	0.328480	0.000010	0.671510
HG00693.SG	CHS.SG	F	0	CHS.SG	1117198	0.382043	0.000010	0.617947
HG00698.SG	CHS.SG	M	0	CHS.SG	1109481	0.365404	0.000010	0.634586
HG00699.SG	CHS.SG	F	0	CHS.SG	1111375	0.399688	0.000010	0.600302
HG00701.SG	CHS.SG	M	0	CHS.SG	1104128	0.417341	0.000010	0.582649
HG00702.SG	CHS.SG	F	0	CHS.SG	1109492	0.328243	0.000010	0.671747
HG00704.SG	CHS.SG	M	0	CHS.SG	1120359	0.350717	0.000010	0.649273
HG00705.SG	CHS.SG	F	0	CHS.SG	1119608	0.356115	0.000010	0.643875
HG00707.SG	CHS.SG	M	0	CHS.SG	1120382	0.339882	0.000010	0.660108
HG00708.SG	CHS.SG	F	0	CHS.SG	1129693	0.357829	0.000010	0.642161
HG00717.SG	CHS.SG	F	0	CHS.SG	1140146	0.362937	0.000010	0.637053
HG00728.SG	CHS.SG	M	0	CHS.SG	1148314	0.357880	0.000010	0.642110
HG00729.SG	CHS.SG	F	0	CHS.SG	1149031	0.371196	0.000010	0.628794
I13882	GROUP3	F	3234	Japan_HG_Jomon	592836	0.000010	0.999980	0.000010
I13883	GROUP3	M	2859	Japan_HG_Jomon	471257	0.000010	0.999980	0.000010
I13884	GROUP3	F	4351	Japan_HG_Jomon	699363	0.000010	0.999980	0.000010
I13885	GROUP3	F	3216	Japan_HG_Jomon	151269	0.000010	0.999980	0.000010
I13886	GROUP3	M	4003	Japan_HG_Jomon	765534	0.000010	0.999980	0.000010
I6341	GROUP3	M	3200	Japan_HG_Jomon	95580	0.000010	0.999980	0.000010
I13887	GROUP3	M	4032	Japan_HG_Jomon_brother.I13886	608952	0.000010	0.999980	0.000010
JpFu1.SG	GROUP3	F	5526	Japan_Honshu_EarlyJomon.SG	735000	0.000010	0.999980	0.000010
JpOd181.SG	GROUP3	M	5824	Japan_Honshu_EarlyJomon.SG	967659	0.000010	0.999980	0.000010
JpOd274.SG	GROUP3	M	6221	Japan_Honshu_EarlyJomon.SG	884954	0.000010	0.999980	0.000010
JpOd282.SG	GROUP3	M	5818	Japan_Honshu_EarlyJomon.SG	692107	0.000010	0.999980	0.000010
JpOd6.SG	GROUP3	F	6044	Japan_Honshu_EarlyJomon.SG	665381	0.000010	0.999980	0.000010
JpKo13.SG	GROUP3	F	3917	Japan_Honshu_MidLateJomon.SG	953258	0.000010	0.999980	0.000010
JpKo2.SG	GROUP3	F	4385	Japan_Honshu_MidLateJomon.SG	1037331	0.000010	0.999980	0.000010
Sanganji_131421-3_A1_noUDG.SG	GROUP3	M	3177	Japan_Jomon_lc.SG	5342	0.000010	0.999980	0.000010
Sanganji_131464.SG	GROUP3	F	3280	Japan_Jomon_lc.SG	10921	0.000010	0.999980	0.000010
IK002_noUDG.SG	GROUP3	F	2782	Japan_Jomon.SG	807590	0.000010	0.999980	0.000010
JpKa6904.SG	GROUP3	F	8820	Japan_Shikoku_InitialJomon.SG	1146305	0.000010	0.999980	0.000010
JpHi01.SG	GROUP3	F	1818	Japan_Shikoku_LateJomon.SG	589460	0.000010	0.999980	0.000010
NA18939.SG	JPT.SG	F	0	JPT.SG	1147601	0.772812	0.129965	0.097223
NA18940.SG	JPT.SG	M	0	JPT.SG	1142063	0.745982	0.134127	0.119891
NA18941.SG	JPT.SG	F	0	JPT.SG	1139108	0.742204	0.137345	0.120451
NA18942.SG	JPT.SG	F	0	JPT.SG	1144289	0.747638	0.123166	0.129196
NA18943.SG	JPT.SG	M	0	JPT.SG	1139581	0.667011	0.101962	0.231027
NA18944.SG	JPT.SG	M	0	JPT.SG	1138281	0.752074	0.137573	0.110353
NA18945.SG	JPT.SG	M	0	JPT.SG	1145696	0.756545	0.140653	0.102802
NA18946.SG	JPT.SG	F	0	JPT.SG	1147958	0.772577	0.115077	0.112347
NA18947.SG	JPT.SG	F	0	JPT.SG	1138473	0.702494	0.166097	0.131409
NA18948.SG	JPT.SG	M	0	JPT.SG	1134851	0.733414	0.134014	0.132571
NA18949.SG	JPT.SG	F	0	JPT.SG	1124037	0.747772	0.146537	0.105691
NA18950.SG	JPT.SG	F	0	JPT.SG	1112238	0.896769	0.103221	0.000010
NA18951.SG	JPT.SG	F	0	JPT.SG	1132995	0.731727	0.095586	0.172687
NA18952.SG	JPT.SG	M	0	JPT.SG	1144140	0.737219	0.133326	0.129455
NA18953.SG	JPT.SG	M	0	JPT.SG	1022841	0.903689	0.096301	0.000010
NA18954.SG	JPT.SG	F	0	JPT.SG	1060030	0.708423	0.088391	0.203185
NA18956.SG	JPT.SG	F	0	JPT.SG	1136853	0.785413	0.129986	0.084601
NA18957.SG	JPT.SG	F	0	JPT.SG	1136992	0.781386	0.125544	0.093070
NA18959.SG	JPT.SG	M	0	JPT.SG	1149038	0.775095	0.125987	0.098917
NA18960.SG	JPT.SG	M	0	JPT.SG	1147976	0.731158	0.116253	0.152590
NA18961.SG	JPT.SG	M	0	JPT.SG	828857	0.906759	0.093231	0.000010
NA18962.SG	JPT.SG	M	0	JPT.SG	1113291	0.763187	0.132453	0.104360
NA18963.SG	JPT.SG	F	0	JPT.SG	1135272	0.844399	0.109552	0.046049
NA18964.SG	JPT.SG	F	0	JPT.SG	1041717	0.875634	0.124356	0.000010
NA18965.SG	JPT.SG	M	0	JPT.SG	1139116	0.750887	0.099075	0.150038
NA18966.SG	JPT.SG	M	0	JPT.SG	1144560	0.795848	0.132791	0.071362
NA18967.SG	JPT.SG	M	0	JPT.SG	1121307	0.798891	0.126676	0.074433
NA18968.SG	JPT.SG	F	0	JPT.SG	1149505	0.764992	0.143965	0.091042
NA18969.SG	JPT.SG	F	0	JPT.SG	1033493	0.800159	0.125543	0.074298
NA18970.SG	JPT.SG	M	0	JPT.SG	1123922	0.726000	0.138511	0.135489
NA18971.SG	JPT.SG	M	0	JPT.SG	1149612	0.752142	0.130946	0.116912
NA18972.SG	JPT.SG	F	0	JPT.SG	1115308	0.788703	0.123688	0.087608
NA18973.SG	JPT.SG	F	0	JPT.SG	1131619	0.755809	0.125333	0.118858
NA18974.SG	JPT.SG	M	0	JPT.SG	1149865	0.746034	0.124631	0.129335
NA18975.SG	JPT.SG	F	0	JPT.SG	1149434	0.742095	0.154439	0.103466
NA18976.SG	JPT.SG	F	0	JPT.SG	1149860	0.763725	0.013570	0.222706
NA18977.SG	JPT.SG	M	0	JPT.SG	1095823	0.797173	0.116033	0.086793
NA18978.SG	JPT.SG	F	0	JPT.SG	1146410	0.783968	0.143957	0.072075
NA18979.SG	JPT.SG	F	0	JPT.SG	1147617	0.753420	0.083107	0.163473
NA18980.SG	JPT.SG	F	0	JPT.SG	1147914	0.745192	0.113244	0.141565
NA18981.SG	JPT.SG	F	0	JPT.SG	1149303	0.738174	0.129301	0.132525
NA18982.SG	JPT.SG	M	0	JPT.SG	1025778	0.913690	0.086300	0.000010
NA18983.SG	JPT.SG	M	0	JPT.SG	982182	0.893777	0.106213	0.000010
NA18984.SG	JPT.SG	M	0	JPT.SG	1093844	0.856488	0.143502	0.000010
NA18985.SG	JPT.SG	M	0	JPT.SG	1077849	0.889798	0.110192	0.000010
NA18986.SG	JPT.SG	M	0	JPT.SG	1120324	0.885393	0.114597	0.000010
NA18987.SG	JPT.SG	F	0	JPT.SG	1110475	0.808693	0.122344	0.068963
NA18988.SG	JPT.SG	M	0	JPT.SG	1141406	0.894479	0.105511	0.000010
NA18989.SG	JPT.SG	M	0	JPT.SG	1143059	0.818065	0.140211	0.041725
NA18990.SG	JPT.SG	M	0	JPT.SG	1115479	0.786225	0.102181	0.111595
NA18991.SG	JPT.SG	F	0	JPT.SG	1140364	0.749810	0.120820	0.129370
NA18992.SG	JPT.SG	F	0	JPT.SG	1077007	0.825001	0.130206	0.044792
NA18993.SG	JPT.SG	F	0	JPT.SG	1143285	0.744505	0.120035	0.135460
NA18994.SG	JPT.SG	M	0	JPT.SG	1063381	0.799247	0.136212	0.064542
NA18995.SG	JPT.SG	M	0	JPT.SG	1125379	0.751617	0.117116	0.131267
NA18997.SG	JPT.SG	F	0	JPT.SG	1146040	0.726474	0.128539	0.144987
NA18998.SG	JPT.SG	F	0	JPT.SG	1148279	0.772667	0.137763	0.089570
NA18999.SG	JPT.SG	F	0	JPT.SG	1055898	0.877238	0.113267	0.009495
NA19000.SG	JPT.SG	M	0	JPT.SG	999179	0.882978	0.117012	0.000010
NA19001.SG	JPT.SG	F	0	JPT.SG	1146757	0.792702	0.090761	0.116538
NA19002.SG	JPT.SG	F	0	JPT.SG	1077370	0.808871	0.137576	0.053553
NA19003.SG	JPT.SG	F	0	JPT.SG	1007648	0.897823	0.102167	0.000010
NA19004.SG	JPT.SG	M	0	JPT.SG	1127241	0.873894	0.120731	0.005376
NA19005.SG	JPT.SG	M	0	JPT.SG	1099550	0.910655	0.089335	0.000010
NA19006.SG	JPT.SG	M	0	JPT.SG	1144574	0.800006	0.129285	0.070709
NA19007.SG	JPT.SG	M	0	JPT.SG	1067751	0.871824	0.111388	0.016788
NA19009.SG	JPT.SG	M	0	JPT.SG	1044407	0.859450	0.095391	0.045159
NA19010.SG	JPT.SG	F	0	JPT.SG	1140994	0.816265	0.118945	0.064791
NA19011.SG	JPT.SG	F	0	JPT.SG	1146936	0.735960	0.149559	0.114481
NA19012.SG	JPT.SG	M	0	JPT.SG	733480	0.940905	0.059085	0.000010
NA19054.SG	JPT.SG	F	0	JPT.SG	1021682	0.893796	0.106194	0.000010
NA19055.SG	JPT.SG	M	0	JPT.SG	1095654	0.908054	0.091936	0.000010
NA19056.SG	JPT.SG	M	0	JPT.SG	1049219	0.857232	0.142758	0.000010
NA19057.SG	JPT.SG	F	0	JPT.SG	1067880	0.873653	0.109135	0.017212
NA19058.SG	JPT.SG	M	0	JPT.SG	1034057	0.906086	0.093904	0.000010
NA19059.SG	JPT.SG	F	0	JPT.SG	1087778	0.888776	0.111214	0.000010
NA19060.SG	JPT.SG	M	0	JPT.SG	1081099	0.885785	0.114205	0.000010
NA19062.SG	JPT.SG	M	0	JPT.SG	1085620	0.898000	0.089657	0.012343
NA19063.SG	JPT.SG	M	0	JPT.SG	1117996	0.861881	0.126579	0.011540
NA19064.SG	JPT.SG	F	0	JPT.SG	1028495	0.908238	0.091752	0.000010
NA19065.SG	JPT.SG	F	0	JPT.SG	874520	0.928224	0.071766	0.000010
NA19066.SG	JPT.SG	M	0	JPT.SG	883778	0.926618	0.073372	0.000010
NA19067.SG	JPT.SG	M	0	JPT.SG	1085243	0.878050	0.101846	0.020104
NA19068.SG	JPT.SG	M	0	JPT.SG	1004857	0.916956	0.083034	0.000010
NA19070.SG	JPT.SG	M	0	JPT.SG	1110222	0.863938	0.122069	0.013993
NA19072.SG	JPT.SG	M	0	JPT.SG	1145693	0.740692	0.113187	0.146121
NA19074.SG	JPT.SG	F	0	JPT.SG	1130798	0.777977	0.110015	0.112008
NA19075.SG	JPT.SG	M	0	JPT.SG	1084365	0.727322	0.135050	0.137628
NA19076.SG	JPT.SG	M	0	JPT.SG	1074945	0.777990	0.119052	0.102959
NA19077.SG	JPT.SG	F	0	JPT.SG	1115359	0.785160	0.114763	0.100078
NA19078.SG	JPT.SG	F	0	JPT.SG	1142125	0.741465	0.135232	0.123303
NA19079.SG	JPT.SG	M	0	JPT.SG	1045115	0.894168	0.105822	0.000010
NA19080.SG	JPT.SG	F	0	JPT.SG	981879	0.900310	0.099680	0.000010
NA19081.SG	JPT.SG	F	0	JPT.SG	951827	0.822208	0.145941	0.031850
NA19082.SG	JPT.SG	M	0	JPT.SG	1085225	0.756914	0.122564	0.120522
NA19083.SG	JPT.SG	M	0	JPT.SG	1123519	0.814104	0.133871	0.052025
NA19084.SG	JPT.SG	F	0	JPT.SG	1034062	0.929123	0.070867	0.000010
NA19085.SG	JPT.SG	M	0	JPT.SG	1146608	0.787478	0.122514	0.090007
NA19086.SG	JPT.SG	M	0	JPT.SG	1142974	0.746567	0.141122	0.112311
NA19087.SG	JPT.SG	F	0	JPT.SG	1086191	0.904066	0.095924	0.000010
NA19088.SG	JPT.SG	M	0	JPT.SG	1062392	0.850423	0.116562	0.033015
NA19089.SG	JPT.SG	M	0	JPT.SG	1145984	0.775179	0.139975	0.084845
NA19090.SG	JPT.SG	F	0	JPT.SG	1145801	0.732459	0.119746	0.147794
NA19091.SG	JPT.SG	M	0	JPT.SG	1144857	0.741397	0.134117	0.124486
HG01595.SG	KHV.SG	F	0	KHV.SG	1115596	0.178918	0.001746	0.819336
HG01596.SG	KHV.SG	M	0	KHV.SG	1093594	0.121437	0.008088	0.870474
HG01597.SG	KHV.SG	F	0	KHV.SG	1138083	0.104753	0.009254	0.885992
HG01598.SG	KHV.SG	F	0	KHV.SG	1112242	0.153618	0.000010	0.846372
HG01599.SG	KHV.SG	F	0	KHV.SG	1123159	0.173187	0.002946	0.823867
HG01600.SG	KHV.SG	F	0	KHV.SG	1137803	0.182762	0.000010	0.817228
HG01840.SG	KHV.SG	M	0	KHV.SG	1129566	0.195033	0.002653	0.802314
HG01841.SG	KHV.SG	F	0	KHV.SG	1132094	0.137200	0.004530	0.858270
HG01842.SG	KHV.SG	M	0	KHV.SG	1125427	0.180475	0.000010	0.819515
HG01843.SG	KHV.SG	F	0	KHV.SG	1129346	0.175337	0.000092	0.824571
HG01844.SG	KHV.SG	M	0	KHV.SG	1141050	0.173555	0.003116	0.823328
HG01845.SG	KHV.SG	F	0	KHV.SG	1139925	0.188940	0.002356	0.808704
HG01846.SG	KHV.SG	M	0	KHV.SG	1141405	0.177572	0.000010	0.822418
HG01847.SG	KHV.SG	F	0	KHV.SG	1139927	0.128386	0.004020	0.867595
HG01848.SG	KHV.SG	F	0	KHV.SG	1139420	0.144730	0.005527	0.849744
HG01849.SG	KHV.SG	M	0	KHV.SG	1142700	0.133337	0.010936	0.855727
HG01850.SG	KHV.SG	F	0	KHV.SG	1140381	0.135350	0.015784	0.848866
HG01851.SG	KHV.SG	F	0	KHV.SG	1141627	0.139071	0.000010	0.860919
HG01852.SG	KHV.SG	M	0	KHV.SG	1136901	0.170630	0.000010	0.829360
HG01853.SG	KHV.SG	F	0	KHV.SG	1136494	0.147556	0.004256	0.848188
HG01855.SG	KHV.SG	F	0	KHV.SG	1135518	0.182326	0.000010	0.817664
HG01857.SG	KHV.SG	F	0	KHV.SG	1136262	0.175725	0.000010	0.824265
HG01858.SG	KHV.SG	F	0	KHV.SG	1137572	0.163394	0.000010	0.836596
HG01859.SG	KHV.SG	F	0	KHV.SG	1135594	0.166900	0.003854	0.829246
HG01860.SG	KHV.SG	M	0	KHV.SG	1145421	0.125292	0.000010	0.874698
HG01861.SG	KHV.SG	M	0	KHV.SG	1143526	0.180445	0.000010	0.819545
HG01862.SG	KHV.SG	F	0	KHV.SG	1137056	0.212934	0.002358	0.784708
HG01863.SG	KHV.SG	F	0	KHV.SG	1138891	0.205727	0.000010	0.794263
HG01864.SG	KHV.SG	M	0	KHV.SG	1139753	0.193865	0.007799	0.798336
HG01865.SG	KHV.SG	M	0	KHV.SG	1144377	0.188556	0.003602	0.807842
HG01866.SG	KHV.SG	M	0	KHV.SG	1115075	0.169705	0.005825	0.824469
HG01867.SG	KHV.SG	M	0	KHV.SG	1136357	0.194318	0.011186	0.794497
HG01868.SG	KHV.SG	F	0	KHV.SG	1137872	0.149104	0.009659	0.841237
HG01869.SG	KHV.SG	F	0	KHV.SG	1139200	0.167758	0.000010	0.832232
HG01870.SG	KHV.SG	F	0	KHV.SG	1149772	0.124132	0.005064	0.870804
HG01871.SG	KHV.SG	F	0	KHV.SG	1149731	0.148126	0.006079	0.845795
HG01872.SG	KHV.SG	M	0	KHV.SG	1149855	0.219528	0.007025	0.773447
HG01873.SG	KHV.SG	M	0	KHV.SG	1150038	0.173173	0.000010	0.826817
HG01874.SG	KHV.SG	F	0	KHV.SG	1149717	0.171707	0.002115	0.826178
HG01878.SG	KHV.SG	F	0	KHV.SG	1149770	0.167530	0.008943	0.823527
HG02017.SG	KHV.SG	M	0	KHV.SG	1127838	0.147766	0.010529	0.841705
HG02019.SG	KHV.SG	F	0	KHV.SG	1109459	0.148280	0.014122	0.837599
HG02020.SG	KHV.SG	M	0	KHV.SG	1140876	0.104218	0.008906	0.886876
HG02023.SG	KHV.SG	M	0	KHV.SG	1136536	0.143276	0.006215	0.850509
HG02024.SG	KHV.SG	F	0	KHV.SG	1148670	0.108769	0.000010	0.891221
HG02025.SG	KHV.SG	F	0	KHV.SG	1149731	0.124802	0.000010	0.875188
HG02026.SG	KHV.SG	M	0	KHV.SG	1149826	0.121500	0.000010	0.878490
HG02028.SG	KHV.SG	F	0	KHV.SG	1114214	0.133918	0.010938	0.855144
HG02029.SG	KHV.SG	M	0	KHV.SG	1141784	0.310877	0.000010	0.689113
HG02031.SG	KHV.SG	F	0	KHV.SG	1108070	0.198850	0.000010	0.801140
HG02032.SG	KHV.SG	M	0	KHV.SG	1146921	0.278493	0.000010	0.721497
HG02035.SG	KHV.SG	M	0	KHV.SG	1135922	0.148988	0.011798	0.839214
HG02040.SG	KHV.SG	M	0	KHV.SG	1131243	0.156778	0.005066	0.838156
HG02046.SG	KHV.SG	F	0	KHV.SG	1130420	0.084174	0.003567	0.912259
HG02047.SG	KHV.SG	M	0	KHV.SG	1134877	0.102725	0.011451	0.885824
HG02048.SG	KHV.SG	F	0	KHV.SG	1149787	0.133913	0.008774	0.857313
HG02049.SG	KHV.SG	F	0	KHV.SG	1149314	0.114932	0.006593	0.878475
HG02050.SG	KHV.SG	M	0	KHV.SG	1148365	0.150937	0.009496	0.839567
HG02057.SG	KHV.SG	F	0	KHV.SG	1149689	0.170119	0.001801	0.828080
HG02060.SG	KHV.SG	F	0	KHV.SG	1136165	0.149377	0.006692	0.843931
HG02061.SG	KHV.SG	M	0	KHV.SG	1140020	0.165816	0.008164	0.826020
HG02064.SG	KHV.SG	M	0	KHV.SG	1126542	0.169603	0.000010	0.830387
HG02067.SG	KHV.SG	M	0	KHV.SG	1123329	0.112510	0.000926	0.886564
HG02069.SG	KHV.SG	F	0	KHV.SG	1149405	0.200580	0.015043	0.784377
HG02070.SG	KHV.SG	M	0	KHV.SG	1149757	0.167766	0.008499	0.823735
HG02072.SG	KHV.SG	F	0	KHV.SG	1149743	0.179312	0.013115	0.807572
